PetalLength,PetalWidth,SepalLength,SepalWidth,StemThickness,FlowerClass
0.037475134,-2.168247596,-1.565941277,-1.602655895,2.069706028,1
-0.285626614,-0.626671751,-0.445494308,0.073348925,0.702965495,0
-3.926390064,-6.643276498,1.005262159,-2.091489335,0.862890706,2
-2.866936624,-6.528427628,1.92926147,-0.808342561,2.166855669,2
-2.016206194,-2.383295553,-1.409858974,-2.167749877,-0.243219755,1
-3.726338865,-1.635583485,-2.921911187,-0.993991405,-0.883558983,1
-1.8046007,-2.40017003,0.007079689,-3.582040475,-1.95525121,1
-2.280416841,-6.763148324,1.823844726,-0.046492725,3.621315903,2
-0.467955842,-1.48520331,0.386550174,-1.86215316,-0.545958275,2
0.215360967,-1.965732916,1.471790796,-1.27923315,0.384526849,2
-0.724178109,-1.982698094,-0.685872361,-2.579579728,-0.148369289,1
-0.773633238,1.538523104,-2.536684506,-2.94012432,-2.97503093,0
-1.272323808,-0.86374214,-0.433935501,-0.256997378,-0.273664028,0
-2.176563793,-6.255262462,2.73876376,-0.105791018,2.581573558,2
-0.986072991,-2.798300762,1.550841365,-0.473347786,0.622057964,2
0.333227436,-2.965645609,1.570533322,0.044276903,2.466236607,2
-1.193371261,-2.560653437,0.585386173,-1.411037062,0.072422655,2
-2.842361111,-1.736492158,-1.29170129,-0.467259796,-0.531764573,1
-0.799050456,1.499029205,-1.034774635,-1.487841343,-2.809891419,0
-3.467796595,-2.07413988,-1.974748886,-0.757734127,-0.586807886,0
0.797298051,-3.193065419,-1.06693812,-3.627775053,2.059685188,1
0.452386416,-1.529371214,0.058430424,0.545082205,2.404958187,1
-2.652279451,-1.79416755,-1.172724865,-1.837177183,-1.381517441,1
-0.893009951,-0.009095761,-2.906278766,-2.193435018,-0.695943488,0
-1.949593753,-2.00284345,-0.226195713,-0.141129175,0.202447862,1
-0.589897383,-1.953681303,-3.559112618,-2.294956394,1.954189899,1
-0.230923985,-1.33073881,0.135634801,-1.474510288,-0.028199692,2
-0.313745056,-2.017680628,-1.19142808,-0.637348891,2.05543844,1
-0.839062337,-0.216098869,-1.719618292,-1.898091627,-0.94591074,0
-1.830592366,-2.502298186,-1.126217923,-2.556022798,-0.403464174,1
-1.743803585,-1.628226903,-1.629822342,-0.521656204,0.604795736,0
-1.829335841,-1.152239215,-0.87485181,-0.855551806,-0.693224809,0
-0.639443474,0.523567914,-2.863194171,-2.627830575,-1.3516548,0
1.217556493,-0.191552476,0.86025112,-0.581489651,0.425904003,2
-2.206084317,-7.821290574,2.509880584,0.433449568,4.725672019,2
-0.309604871,-3.337555172,1.33960243,-1.276883196,1.379085036,2
-1.517903627,-3.354329001,-1.679359651,-3.273055302,0.598732553,1
0.106705777,1.146508082,-0.484699593,-1.167295467,-1.656678141,0
1.719140912,1.045070989,0.436386258,-0.624056924,-0.134972429,2
-2.587090491,-3.193781647,-1.105210478,-0.392545244,1.173840238,0
-1.96238574,-5.066429254,1.062465512,-1.064818168,1.883594979,2
-1.709534846,-1.304213216,-0.425948567,-0.914995583,-0.74129569,1
-0.695000496,-3.404957778,1.674062249,-0.026994062,1.795185238,2
-0.870119881,0.836799829,0.06402095,-0.37765263,-2.04655405,0
0.247507741,-1.010909721,1.715161709,-0.795272879,-0.366901206,2
-1.605130216,-0.202287304,-3.238552193,-2.579990132,-1.276378326,0
-2.446004643,-2.656140159,-2.001901106,-2.50764524,-0.266965667,1
-0.908785595,-2.366556714,-0.629441887,-3.051182211,-0.317733522,1
-2.495497903,-2.383107963,-2.811330689,-0.836606073,1.15149405,1
-2.038483876,-3.507718236,0.147165163,-1.977188031,0.077034697,2
0.227273946,1.699595802,-2.030779082,-2.17327076,-1.901733301,0
0.548691745,2.270404099,-0.197674553,-1.460397409,-2.788362618,0
0.619866578,1.444765386,-1.146134611,-1.462613804,-1.271334278,0
-3.178992186,-7.516136635,1.960116036,-0.562373596,3.051562559,2
-0.169713385,-1.791180441,0.52389483,-1.030535115,0.600340745,2
-1.36366244,-1.801346612,-1.259260185,-0.88992223,0.652757075,1
-0.809637509,1.308726745,-0.200512215,-0.84927339,-2.665123483,0
0.024131693,-2.306845388,-1.064969921,-0.827296824,2.467549432,1
-3.313160329,-7.136371016,2.080172839,-0.768725807,2.296178353,2
0.434722359,-2.545308472,-0.835510823,-0.264214103,3.396279968,1
-1.197705029,-3.127139937,-3.713138223,-0.578240007,3.954194647,1
-1.420640699,-0.998051168,-0.561605544,-0.897669271,-0.678421741,0
0.4494133,2.850972569,-1.653917719,-2.235389269,-3.16150229,0
0.908186866,-0.117399906,-0.212201212,2.1185005,2.727471713,1
1.009257734,3.930275233,-0.360238932,-1.64819208,-4.100612192,0
0.520788529,-0.041389022,-0.236274271,-2.20368077,-0.942929385,2
-1.690855422,-2.349490461,-1.279217077,-1.937558442,0.131753388,1
-0.632088985,-3.480369076,2.240253815,0.328660369,1.848418003,2
0.498434412,-2.236639767,-0.614486226,-0.603723031,2.746996091,1
-2.420586799,-1.796265197,-1.065236772,-0.260021795,-0.041542205,1
-1.995265955,-0.258651374,-2.754341952,-2.026275778,-1.489194692,0
-0.98505906,-2.371817356,-0.232125172,-0.710525644,1.112397218,1
-0.750721825,-0.872316755,-0.66426866,1.535303389,1.728701233,1
-2.48011195,-0.738231577,-1.620355636,-1.231723882,-1.57973814,0
-1.344998791,-0.80628368,2.080206016,1.734474312,-0.483382257,0
-0.228926825,-2.371800797,-0.979782259,-2.246915848,1.17394516,1
-1.080765784,-2.859138185,-1.701993522,-0.83092425,2.350064388,1
-1.650686891,-3.244023925,0.014923993,-2.059006455,0.205107411,2
-1.856659533,-1.321376558,-1.530650742,-0.920695378,-0.184649138,0
-0.100818895,-2.243827836,-2.066506046,-1.008985533,2.7670585,1
-0.39313993,-1.89871262,0.615088371,-0.973596894,0.47837161,2
-0.784664717,2.584161943,-2.334330771,-2.991613021,-4.237389267,0
0.310494655,-3.134242891,2.545540369,1.082897048,2.787472007,2
-2.170352038,-5.423829516,1.510998348,-1.051290674,1.781784178,2
-1.762082241,-1.969010275,-0.237402514,-0.452026358,0.126434549,0
-1.218924715,-2.698540245,-0.116906949,-1.701747012,0.41083943,2
-1.288915283,-2.8718655,-0.822918024,-3.073586757,-0.062117993,1
0.756835575,-0.541302755,0.689839844,-0.986512706,0.140695806,2
-2.1093781,-1.386588037,-0.87368147,-0.448395523,-0.421554869,0
0.044736221,-3.023562414,-0.825354585,-2.861524415,1.565614515,1
-1.626368289,-1.067427996,-1.343925276,0.017390786,0.361465685,1
-2.242577247,-2.049638833,-2.328548548,1.349345998,2.384206642,1
0.329947011,-0.726131123,-0.105692123,1.747805091,2.449325822,1
-0.971533205,-0.608253615,-0.455111751,-0.72477806,-0.579722215,0
-1.973171467,-1.635978708,-1.062696834,-0.828292776,-0.194330123,0
0.549820612,1.306804481,2.362684076,1.405602702,-1.240069203,0
-0.112753939,2.295195863,-5.031898547,-4.664249884,-2.846137684,0
0.474240434,-1.98049936,-0.257480498,-0.334657741,2.435520475,1
-0.715910302,-2.747781312,1.413929451,-0.942834649,0.569778189,2
0.547048888,-0.722397,0.52562561,-1.160642112,0.095129576,2
-2.910108474,-3.632591311,-2.942126617,-2.994196685,0.514385227,1
-1.095642499,-1.282313989,-0.909487701,-2.584822852,-1.1062228,2
-1.716164174,-3.516139238,0.841344387,-1.877077468,0.045088241,2
-1.251268711,-1.796895436,0.705335929,0.593328913,0.642721794,0
-2.275014617,-4.701939809,0.682852726,-1.389924803,1.191144993,2
2.588358304,2.976060152,1.26993947,-0.166861708,-1.466263839,2
-0.783341273,-1.654814781,-1.103624593,0.838122279,2.263353635,1
-1.263937922,-1.761200785,-0.203992187,-1.608437548,-0.484084277,1
-1.875441375,-4.559260066,1.666962463,-0.837577244,1.235053241,2
-2.829048199,-1.586019201,-0.983064274,-0.292379334,-0.736717064,0
-0.853602228,-4.388343746,0.955796003,-0.759246921,2.562355889,2
-1.855303553,-2.232920385,-2.167205032,-0.414164771,1.538654543,1
0.84779678,-2.31678898,0.176668116,-0.002101347,3.130124152,1
-0.708495996,-1.486482469,-2.054130408,-1.399489194,1.083500772,0
-0.693617877,-2.543285631,-1.48521016,-1.249086374,1.955006014,1
-0.264937664,0.805225599,-1.127642689,-1.137456402,-1.244510968,0
-1.487126529,-0.162191443,-1.101247311,-0.539639936,-1.009682067,0
1.882634479,0.261959459,0.638513443,0.24615472,1.363498188,2
-1.291730279,-3.044918129,-0.584950929,-2.524284159,0.37688028,1
-1.349168037,-5.95260444,3.223084803,1.190221192,3.74556207,2
-0.827298082,-0.019473378,-3.784845231,-3.32217454,-0.916161573,0
-0.276900593,-3.620470384,2.036684246,-0.085505851,2.1606345,2
0.191777821,1.171311065,-0.972077085,-1.352015992,-1.433392546,0
-0.230285447,-2.131777195,0.681710301,-0.803135348,0.966434298,2
-2.982407093,-5.779512317,0.741959252,-1.077244625,1.813091891,2
-0.799178647,0.242751924,-0.785244429,-0.510242777,-0.929581363,0
-2.141346537,-2.884870788,-1.706719549,-3.629552158,-0.750887347,1
-1.74688133,-0.787439582,1.005332948,1.008669473,-0.770456687,0
-1.494591892,-1.880260318,-1.855643172,-0.898100054,0.97127468,0
-1.302622319,-1.542215392,-0.089248646,0.317840878,0.616448017,1
-1.502502171,-3.669742935,1.38234072,-1.231494204,0.559784068,2
-0.480449935,1.067598545,-0.540343717,-1.153970931,-2.106901683,0
-0.955086402,-4.076692294,2.508161696,0.080519077,1.799137955,2
-1.37598323,-4.169178495,0.654044968,-1.15031686,1.717236406,2
-0.76764,-2.417922647,0.212502578,-1.024487368,0.862866626,1
-0.986270104,-2.54215807,0.669814163,-1.339170345,0.257743019,2
0.859270275,4.061581601,-2.233102825,-3.507914504,-4.606723942,0
2.879052014,-0.167766038,0.32662009,1.784427517,4.131384891,1
-0.554536,1.311055789,-2.285945185,-2.522949401,-2.368003399,0
-3.696885726,-1.99605123,-0.46669426,-1.094791896,-2.083271657,1
-1.363856321,-2.186727399,-0.416908683,-2.202444909,-0.45063005,1
0.00186484,-1.000780288,0.910472156,-1.025028296,-0.289373648,2
-0.718001561,-1.206326263,-0.037514289,-1.895362329,-0.842394642,2
-0.786019151,0.011889261,-3.720178014,-3.104756483,-0.786200677,0
-1.773772887,-2.225581652,-1.758870354,-0.075704682,1.609566725,1
-1.247959491,-2.747351745,-1.846745115,-2.186842365,1.147722012,1
-0.961520742,-2.067414767,-0.281298894,-2.262571973,-0.308690429,2
-1.2987302,-5.311073863,1.333869966,-0.066466412,3.366118191,2
-1.139695387,-2.218376373,1.154080776,1.648570601,1.698790862,0
0.361121047,-0.754194054,0.691119907,-0.786297279,0.12190178,2
-0.884039747,-1.50782349,-0.613175007,-2.850774883,-1.046796092,2
-1.865714327,-5.500064669,1.36966324,-0.784431765,2.447467863,2
0.000732944,-3.240368045,-1.489362681,-2.615466413,2.344731732,1
-0.106474818,0.722536399,-2.121294274,-1.861935174,-0.925082204,0
0.800947385,3.259526004,-0.379512937,-1.270592752,-3.314081989,0
-0.600206079,0.380849116,-0.407538186,-0.97181582,-1.457260991,0
-1.627540621,-3.470683122,0.760178633,-1.558306213,0.373322491,2
-2.575451179,-1.266495218,0.071316954,0.534576924,-0.858875912,0
-1.445811285,-3.484126937,1.593746265,-0.556225204,0.794882961,2
-2.204023095,-5.437637205,2.133186186,-0.17469456,2.030021177,2
-1.377943432,0.634430356,-0.335949519,-0.572124133,-2.231244078,0
-1.766408617,-1.471960159,0.35065312,0.35079886,-0.161446491,0
-0.253716899,1.208971851,-2.574507377,-2.639443545,-1.873665191,0
-2.909450638,-1.417070556,-1.418231274,-1.394387782,-1.542961317,1
-0.42724301,-1.37649726,-0.08888705,-1.472142823,-0.031980823,2
-0.368064452,0.056117337,-0.989021105,-1.458421492,-0.892811397,0
-0.925525726,-2.48211697,1.14361057,-1.367696973,-0.061197672,2
-0.100961109,1.466958304,-1.508969232,-1.584340634,-1.86758648,0
-2.004660304,-2.229143423,-0.66472888,-0.28782518,0.547102496,0
1.665753189,1.152014633,0.510192042,-0.882833273,-0.537681639,2
-0.803892242,-3.625622778,1.220644714,-0.50730088,1.841382884,2
-1.848349504,0.438399154,-1.519184158,-1.536765739,-2.473037638,0
-2.268600296,-2.925670625,-3.217430534,-2.213216637,1.163870629,1
-0.904321549,-1.811722691,-0.617278075,-2.650489328,-0.598727587,1
-1.719339878,-1.37288524,-1.223130492,-0.56647341,0.076768642,0
-1.970589167,-3.43021486,0.661846283,-1.683626558,-0.038101234,2
-0.707416773,1.23627996,-2.060616829,-2.403159085,-2.491303143,0
0.248411597,-2.346628697,0.18709092,-2.196901402,0.927762785,1
-1.728510772,-3.091434059,-0.183925335,-1.568102897,0.46014775,2
0.665181743,-2.85305476,-1.56379953,-3.026545026,2.334357127,1
-2.702853582,-2.908564087,-2.776074417,-2.049459214,0.566962736,1
-2.329542172,-2.243446029,-3.174086557,-1.772777319,0.696428765,0
-2.202862622,-3.520114079,-0.783029808,-3.396538762,-0.551890911,1
-1.057057876,-5.669153679,3.297827548,1.229123802,3.720352761,2
-1.079620618,-2.036843986,-0.795872535,-0.374902181,1.272603801,1
-0.858658268,0.366332854,-1.426488725,-1.771868238,-1.658960193,0
-1.1067716,-0.197132839,-0.188635142,-0.302088304,-0.990422054,0
-0.4648592,1.725528605,-2.073458036,-2.15691806,-2.569904312,0
-0.352221723,-0.673855568,-0.320828803,-1.965302117,-0.912499637,2
-0.995384257,-1.732764495,-0.837984871,-1.968844296,-0.124179031,1
0.583191454,3.335962251,-1.318186132,-2.456747739,-3.908487977,0
-1.5421199,1.602529635,-3.154055234,-3.209226519,-3.613138467,0
-1.75915107,-2.774692505,-0.518254672,-2.930614056,-0.708051846,2
-2.147081992,0.363930633,-2.256276796,-1.998302564,-2.574770429,0
-2.059292526,-2.003236696,-0.718830152,-1.72602775,-0.78113956,1
0.620800409,-3.948517228,3.146208209,1.602280531,3.952681005,2
0.505541659,-2.042148719,-0.405837961,1.01205805,3.6278009,1
-2.655613321,-2.937262706,-2.258385776,-1.923975293,0.414639656,1
-3.160498492,-3.733340223,-1.6393091,-3.067474594,-0.492458009,1
-0.147821547,1.518587991,-2.237684415,-2.630384934,-2.29442221,0
-1.998797054,-4.9507091,1.108193469,-0.592260132,2.051730421,2
-0.670157828,1.76388614,-0.626703291,-1.77726119,-3.428628806,0
-0.73316574,-1.694087077,0.38118849,-1.911639947,-0.622931783,2
-0.14778083,-3.205673668,1.468141142,0.135278383,2.374879729,2
-1.327798759,-2.569516246,-1.136886458,-0.911459351,1.394408513,1
-0.150256589,-2.488497403,-1.774965877,0.504192905,3.920733997,1
-0.457549122,-2.315602217,-2.321747311,-1.390449692,2.365388442,1
-3.266670076,-5.259287952,-0.393106346,-2.712812049,0.47877494,2
-0.892341792,-1.814131226,0.439512805,-0.995712864,-0.007224618,2
-2.719648945,-2.303988637,-2.131055975,-1.3722579,0.025826667,0
-1.178843197,-1.011352217,-2.665827847,-2.617421517,-0.400814492,0
-1.489319802,-3.420260925,-1.308210948,-3.516154493,0.28291866,1
0.22170293,2.639489566,-1.330682838,-1.872680757,-3.09582727,0
-0.287865318,0.221849243,-2.787203464,-2.400136705,-0.569921006,0
-0.597824567,-2.588299046,-2.50531655,-0.454393425,3.323960204,1
0.679452119,-2.245722829,-1.097992398,-1.65918114,2.447508529,1
-0.504397828,0.64445535,-2.017575029,-1.868260708,-1.304115217,0
-1.543104514,-1.078926625,-1.403152979,1.862432694,1.869092375,1
-0.947838099,-3.943191526,-1.521242939,-4.590619205,0.689272313,2
0.586735294,-0.456284285,0.43705836,0.201996365,0.92954468,1
-0.903476319,-2.657709318,0.364225563,-0.975988837,0.920479489,2
-1.05005321,-2.224072367,-0.377587119,0.709371232,2.045182506,1
-3.210576219,-6.62975888,1.718460009,-0.344038181,2.412336036,2
-0.843714273,-0.576615102,-0.687232669,-2.51852103,-1.681283397,2
-1.093727894,0.422768659,1.320224473,1.023939545,-1.571618776,0
-2.302722324,-1.890261047,-0.603225385,-1.659125467,-1.15977871,1
-1.784413274,-4.32947241,0.403702904,-1.361491552,1.480849854,2
-2.414416844,-4.883341848,1.015156674,-1.073248784,1.272302196,2
0.620240593,-0.856669671,-0.182427635,-1.018690026,0.853292518,2
-2.568017988,-3.495579962,-1.661434541,-3.776306406,-0.672829268,1
1.128153009,-1.369932464,0.424053147,-0.136093334,2.167136226,1
-0.658804103,0.283267741,0.064032033,-0.195042357,-1.127166195,0
-2.085438508,-1.980281971,-1.651270833,-1.421808491,-0.023268567,1
-0.210937064,0.079007594,-0.350647297,-1.900085804,-1.489209721,2
-0.033797539,-2.016554268,0.546934237,-1.200365071,0.82709998,2
1.026722301,2.83961154,1.93345573,0.442766666,-2.816618061,0
-1.731034035,-1.92196191,-1.502310249,-0.324955078,0.990171489,1
-2.326074488,-2.556580085,-0.626748807,0.375295226,1.043031441,0
-1.688224613,-5.060794191,1.846452528,-1.135173197,1.606599777,2
0.720008732,-2.59272401,2.062166297,0.557665114,2.535651403,2
-0.494905823,0.72113456,-1.101035836,-1.199900836,-1.446176432,0
-0.06526634,1.820684541,-1.79025763,-2.167675291,-2.460562077,0
-1.116503126,-1.561493933,0.013836954,-2.536764039,-1.375290655,1
-1.992130443,-1.019089174,-1.663475679,-1.229224929,-0.779616958,0
-1.168472408,-3.396154765,-1.821323051,-3.156130116,1.161139332,1
-2.156483458,-5.639117748,1.734852735,-0.615749518,2.204965922,2
-1.385194256,-3.009692614,0.127514596,-1.356079288,0.676839292,2
-1.113159855,-4.486837734,2.54817898,0.327476449,2.229668854,2
-0.461510346,-1.435775553,1.146697482,1.021101771,1.087699945,0
-3.812504432,-4.178502908,-2.61992719,-0.534363359,1.830712431,0
-2.565016327,-1.10466241,-0.190451759,0.012534718,-1.243563037,1
1.164352043,-1.5085297,-0.068367368,-0.518774607,2.367688472,1
-1.781930802,-1.479256847,-0.661508751,-0.61985055,-0.263534817,0
-2.363369801,-2.374495557,-3.687749777,-2.468953891,0.599588788,0
-0.845709758,-4.49938818,2.27699298,0.190218457,2.571824755,2
-0.98386237,-2.489988501,-1.61333855,-1.663040531,1.385251481,1
-0.485014393,0.965232889,-3.787645244,-3.225313393,-1.52964771,0
1.063253446,3.832030343,-0.704698153,-1.984384766,-3.981929279,0
0.7517855,-2.397078002,-1.524185802,-1.253876764,3.243698533,1
0.084909221,1.093393666,0.290246528,-0.262304334,-1.429797219,0
-0.643730926,-2.696602426,0.753463176,-1.489163108,0.590832002,2
0.085772361,-3.07349385,-1.047297308,-2.83213204,1.817922843,1
-0.560548546,-0.04708319,-1.746977557,-1.085201353,-0.224301132,0
-1.295908194,-0.972466031,-0.790673027,-0.787472921,-0.357660068,1
-1.556241703,-2.179711669,0.288257539,0.721620988,1.096464691,0
0.638794165,-2.476659453,2.255448636,0.482182696,2.15855291,2
-2.359515856,-2.138794757,-2.646617392,-1.793703124,0.214247666,0
-0.693396188,-1.598930723,1.17006318,-1.07768416,-0.551407104,2
-1.162801149,-1.194333952,-1.328363218,1.372577801,1.95056167,1
-1.982577355,-2.06956582,0.262415433,-0.329624695,-0.205390004,1
-0.95352652,-0.91212685,1.577212437,0.759776774,-0.403107206,0
-2.135027569,-1.777971656,-0.216742613,-1.748634735,-1.419136061,1
0.537122569,-2.357035889,0.734044958,-0.027263097,2.501044969,2
-0.689039032,-2.87076664,1.145492093,-0.675448359,1.090684878,2
-0.923130125,-3.425402844,2.315696021,-0.916261395,0.529263729,2
0.830439128,-1.793757261,-1.025542582,0.027227339,3.339456779,1
-1.229955317,-4.07856126,0.669751954,-0.731383461,2.069370723,2
-2.541619182,-2.092288566,-2.063032541,-0.898658465,0.291747494,0
-1.026868695,-5.86237993,2.987769705,0.953863744,3.938461957,2
-0.791328569,-1.752420272,-1.022559335,-0.074529321,1.625392225,1
-1.693361447,-2.211642415,-2.025969046,-0.85859918,1.256027397,1
-0.62639205,-2.368850646,-1.129076351,-0.443069878,2.219577259,1
-1.341939878,-5.399430488,2.425196704,0.123827851,2.878281367,2
-2.84786727,-3.057101804,-3.586701203,-2.241604575,0.940082183,1
-0.576640951,-2.861799744,1.00538492,-0.564124096,1.362077072,2
1.009508035,-0.676754274,0.999438592,-0.398277114,0.776072337,2
-0.58130232,-1.674057034,-1.701634297,-2.053116337,0.69625751,1
-2.129602563,-2.841220545,-1.819315834,-1.44083553,0.918849615,1
1.708699377,6.19824432,-0.172869123,-2.020530841,-6.165954913,0
0.900717843,1.8558834,0.754894025,-0.298181369,-1.737055862,0
0.926739283,-0.745294331,0.869272507,-0.590657312,0.703458061,2
0.032684813,-2.310112867,1.117692011,0.019460446,1.752759329,2
-2.557035828,-0.378361604,-2.114964479,-2.16760434,-2.420080278,0
1.192481602,3.306830508,-1.024757456,-1.985718671,-3.110706282,0
-2.852759235,-1.730363992,-0.594099268,-0.05912053,-0.677952515,0
-1.781496492,-1.877911453,-1.607173832,-0.377235248,0.921048164,1
-0.896215698,-2.654258234,0.604600805,-1.120472204,0.666576542,2
-0.370985027,-2.087175221,-0.55398379,-3.383385671,-0.374748318,1
-0.714161132,0.270856685,1.141942351,0.231937524,-1.52090137,0
0.973036892,1.859203931,-3.033311396,-3.446412762,-1.661188053,0
0.386228058,-0.743841391,-0.10826797,-1.415826871,0.163529936,2
-2.25047569,-1.292484491,-2.079993513,-1.198099643,-0.466696417,0
-0.981268543,1.451176677,-1.243084172,-1.346278387,-2.703847643,0
-1.529549367,-4.738349541,0.884904059,-0.775475701,2.294191189,2
-0.325434278,-2.237122789,-0.768684662,-1.379096546,1.455393254,1
-2.002469578,-0.831791727,-1.922206846,-1.38566329,-0.940219132,0
-3.059223826,-2.376942786,-3.242666466,-2.031562043,-0.032094756,0
-0.188604399,-4.360146058,2.728191816,0.921817144,3.337794693,2
-1.264761747,-1.29443933,-0.673699005,1.246906196,1.453197493,1
-0.551116883,-0.652327862,-0.116009183,0.027993548,0.229881753,0
-0.94352844,-0.669514221,-1.632450906,-0.743036167,0.230664373,0
1.125671838,-2.601988804,0.019562908,-1.780035653,2.470504814,1
-1.574222521,-1.202092231,-1.105108909,-0.857567398,-0.248945992,0
-2.280444789,-4.49880829,0.458921553,-2.211050034,0.501168559,2
-2.031400814,-1.234774055,-1.422273848,0.292773742,0.391826883,1
-0.669241808,-2.4376935,-1.126726169,-2.40638043,0.782320255,1
-1.261803819,-2.392747537,0.428743123,-2.20041725,-0.661015678,2
-2.112891461,-1.592930034,-1.705615551,-0.967873976,-0.080356857,0
-2.769504094,-2.391897521,-3.927100353,-2.329586655,0.471671626,0
-0.02958259,-0.879787782,0.324031053,1.456133903,1.770712338,1
1.356453333,-2.092266867,0.884693574,-1.659531607,1.718733881,1
-0.359294487,-2.301765173,-1.865077041,0.462695215,3.546339944,1
-0.998786453,-3.550035457,1.592008094,-0.522302613,1.328980957,2
-0.453071233,-2.625222503,1.455923538,-0.529131259,0.983197705,2
-1.873686945,-1.810609359,-1.880744713,-0.5385556,0.810383475,2
-1.119659024,1.169016382,-1.025579778,-1.242779059,-2.604584096,0
-0.670313338,-1.271841798,-1.585446142,1.468816041,2.746825361,1
0.296095182,-2.532526156,-0.446738538,-2.128485196,1.613458731,1
-2.2618785,-2.344607336,-2.213258017,-1.235677243,0.670887356,0
-2.402586135,-0.514358812,-0.278789315,-0.113749681,-1.73698537,0
0.648086589,2.989424912,-3.342493256,-3.822195101,-3.243527078,0
-3.405031048,-5.283777025,1.383151423,-1.404680961,0.239007708,2
-1.258390228,-2.342630568,-0.904563378,-1.759205934,0.449406117,1
1.004631915,-0.850834108,-0.668190146,0.405059293,2.589800833,1
-0.684667735,0.410959904,-0.827638454,-0.763163396,-1.154340417,0
-1.373981413,0.497202384,0.197016709,-0.279478056,-2.19799971,0
-2.060594831,-4.13586568,-0.381483766,-1.695480358,1.247683782,2
-1.080656019,-1.203523676,0.381150769,-0.523302414,-0.438176698,1
-2.544561155,-8.381793736,3.436733229,1.025973789,4.841209036,2
-1.639577275,-2.58607651,-0.357583982,-2.259521708,-0.385831862,2
-1.557756322,-2.532140845,-1.338301673,-1.843734128,0.559214717,1
-0.638025516,1.317380101,-0.845529141,-1.372449069,-2.494506367,0
-0.030430487,-2.958679257,-1.537944981,-3.150133138,1.652448472,1
-2.835429233,-2.619786766,-2.21221295,0.035375796,1.341482438,1
-0.873452743,-1.770132537,0.67486658,0.570669927,0.988131299,0
-1.084877086,-2.301879023,-2.147557233,0.396232938,2.95983917,1
-0.254089835,-1.715996015,0.879753814,-1.404395905,-0.061241416,2
-1.690317037,-2.598583354,0.374569708,-1.817476328,-0.548479125,2
-1.910009473,-4.024203426,1.213280202,-1.019790498,0.791191415,2
-1.592367765,-4.629660276,2.494541577,0.198483265,1.844482549,2
-2.735392814,-7.730607009,2.117101038,-0.106624594,3.952780829,2
1.066674576,2.391939377,-1.272870471,-1.871304247,-2.043275669,0
-2.745620186,-6.064412169,1.712153182,-0.743714155,1.986976291,2
-3.043908678,-3.026327076,0.944218922,0.734192576,0.116237984,0
-0.691864777,-2.14592811,0.230204057,-1.409647158,0.356047281,1
-1.716538164,-2.547758738,-0.713028772,-2.973583974,-0.812965522,2
-2.604233306,-3.850339424,-0.494480041,0.059499359,1.796854548,0
-1.548811879,-2.721983163,1.009141586,-2.224847794,-0.980168546,2
0.793900892,-1.266878443,0.263452538,2.307610722,3.655375124,1
-0.461739679,0.088745607,-3.328519385,-2.721624629,-0.505360393,0
-0.477374759,-0.011469767,-1.784867871,-1.610673917,-0.548205625,0
-1.663749106,-1.14129406,-0.631610526,0.558540822,0.362050281,1
-0.964752673,-1.018724946,-0.287901371,0.172286479,0.419130626,1
-0.338420165,-2.332320052,-0.861333246,-2.457397513,0.794512801,1
0.504782167,1.168081206,1.367684409,0.204732308,-1.417014648,0
-0.906936697,-1.495585395,-0.554153818,-1.731709586,-0.283562148,1
-0.270699762,-1.389922394,-0.100500188,-1.036172192,0.468376354,1
-2.304847219,-2.677935178,-0.134722768,0.405322604,0.906217709,0
-1.306434075,-3.343990104,0.7142623,-2.104145107,0.178273083,2
-0.159871174,-1.978534745,-1.651631379,-1.053317923,2.141904328,1
-0.227061287,-1.104347463,0.543977932,0.062039208,0.632822825,1
-0.802498366,-2.291524807,0.027222481,-1.865792163,0.18464019,1
-1.0323042,-1.821250643,-0.819781247,0.662662749,1.88418301,1
-0.79907992,-0.814466431,-1.79815957,-0.855493331,0.542493519,0
-1.443857063,0.295898428,0.506064346,-0.041266302,-2.071929751,0
0.041395154,-3.127749784,2.222836187,0.490986455,2.275448424,2
0.025447727,-1.781915279,1.046040264,-0.448446172,0.891872856,1
-0.03349525,-2.120689899,-0.497253069,-0.998756881,1.736062326,1
-2.956036148,-3.441695828,-0.781900833,-2.843304582,-0.96117695,2
-0.51807065,0.544715426,-0.823273223,-0.924820864,-1.253100134,0
-1.131935475,-1.064492767,-2.190378314,-2.189853733,-0.276307965,0
-0.375266652,-1.93276425,0.268353258,-0.64893735,0.989453896,1
-2.121665781,-4.131903698,1.011494093,-1.888538915,0.172453846,2
-0.443431627,1.037608498,-1.359613494,-1.66785536,-1.912943226,0
-0.194754094,1.052660424,-3.566289065,-3.652684316,-1.792119432,0
-1.153344805,1.4868964,-4.064390319,-3.918268361,-3.073528,0
1.572455299,-2.950049428,0.70024534,-3.55478841,1.523096007,1
-0.915491299,-1.966005533,-0.896230563,-0.045624633,1.66841489,1
0.155703359,1.049041971,-3.625858306,-3.553429713,-1.332900701,0
-1.423328621,-4.416921371,1.66914559,-1.02772005,1.387969917,2
0.207415558,-1.584230966,0.871625923,-0.704202326,0.782796528,2
-1.480127903,-1.998534857,-1.616766322,-1.038942967,0.854655404,0
-1.842596196,-4.719782192,1.813387633,-0.837273232,1.343303092,2
